"company_name_storage","company_id_storage","company_type_storage","naics_code_storage","naics_code_description_storage","chemical_name_storage","hazardous_ingredient_storage","average_amount_storage","maximum_amount_storage","storage_method_storage","hazardous_class_description_storage","in_storage","key","address"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","LIMESTONE","CALCIUM CARBONATE","100,000-249,999","250,000-499,999","ABOVEGROUND TANK","Miscellaneous Hazardous Material",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","MARKING WHITE TIS-185-RT","NONE LISTED","1,000-4,999","1,000-4,999","TOTEBIN","Acute Health Hazard",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","ROOFING GRANULES","CHROMIUM OXIDE/COPPER OXIDE","50,000-99,999","50,000-99,999","TOTEBIN","Acute Health Hazard",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","HENKEL TECHNOMELT 80-8368","NONE LISTED ON MSDS","1,000-4,999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","WET PROCESSED MAT","FIBROUS GLASS","250,000-499,999","250,000-499,999","OTHER","Acute Health Hazard",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","TIS-013 RELEASE AGENT","POTASSIUM SALTS OF CARBOXYLIC ACID","200-499","500-999","TOTEBIN","Acute Health Hazard",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","FORBO ADHESIVE","TACKIFYING RESIN","1,000-4,999","1,000-4,999","BOX","Combustible Material",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"OWENS CORNING ROOFING AND ASPHALT LLC",384,"ROOFING MATERIALS MFG",324122,"ASPHALT SHINGLE & COATING MATERIALS MFG","PARATHERM NF HEAT TRANSFER FLUID","HYDROTREATED NATURAL HYDROCARBON","1,000-4,999","1,000-4,999","TOTEBIN","Combustible Material",1,"onsite_storage_384","3750 NW YEON & 3605 NW, PORTLAND, OR 97210"
"FREEMAN MOTOR COMPANY INC",104321,"SERVICE DEPT",441120,"USED CAR DEALERS","USED OIL","LUBRCATING OILS USED","500-999","500-999","ABOVEGROUND TANK","Acute Health Hazard",1,"onsite_storage_104321","0233 SW JULIA ST, PORTLAND, OR 97239"
"BERG CHRISTIAN ENTERPRISES",4544,"MFG OF AWARD RIBBONS CERTIFICATES CLASSRM INCENTIVES",339999,"ALL OTHER MISC MFG","PRINTER LEAD","LEAD","1,000-4,999","1,000-4,999","OTHER","Miscellaneous Hazardous Material",1,"onsite_storage_4544","4525 SE 63RD AVE, PORTLAND, OR 97206"
"RON TONKIN MAZDA",24281,"NEW & USED CAR SALES & SERVICE",441110,"NEW CAR DEALERS","USED OIL","LUBRCATING OILS USED","500-999","500-999","ABOVEGROUND TANK","Acute Health Hazard",1,"onsite_storage_24281","750 SE 122ND AVE, PORTLAND, OR 97233"
"MUTUAL MATERIALS CO",24776,"BRICK MFG",327121,"BRICK & STRUCTURAL CLAY TILE MFG","MANGANESE DIOXIDE","MANGANESE DIOXIDE","10,000-49,999","10,000-49,999","BAG","Acute Health Hazard",1,"onsite_storage_24776","2300 SE HOGAN RD, GRESHAM, OR 97080"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","HYDRAULIC OIL AW 46","SEVERELY HYDROTREATED HVY NAPHTHENIC DIS","50-199","50-199","STEEL DRUM","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","MALIC ACID","BUTANEDIOIC ACID","1,000-4,999","5,000-9,999","BAG","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","PHOSPHORIC ACID","PHOSPHORIC ACID","20-49","50-199","PLASTIC OR NON-METALLIC DRUM","Reactive Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","POTASSIUM CITRATE","POTASSIUM CITRATE","1,000-4,999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","POTASSIUM SORBATE","2,4-HEXADIENOIC ACID, POTASSIUM SALT","1,000-4,999","5,000-9,999","BAG","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","SODIUM BENZOATE","SODIUM BENZOATE","500-999","1,000-4,999","BAG","Combustible Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","SODIUM HEXAMETAPHOSPHATE","SODIUM HEXAMETAPHOSPHATE","50-199","200-499","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","SORBIC ACID","SORBIC ACID","500-999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","TARTARIC ACID","TARTARIC ACID","200-499","500-999","BAG","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","TRANSMISSION FLUID","HIGHLY REFINED MINERAL OIL (C15-C50)","50-199","50-199","STEEL DRUM","Combustible Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","ASCORBIC ACID","L-ASCORBIC ACID","200-499","1,000-4,999","BOX","Miscellaneous Hazardous Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","TAURINE","TAURINE","10,000-49,999","10,000-49,999","BOX","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","MALTRIN M100","MALTODEXTRIN","1,000-4,999","1,000-4,999","BAG","Combustible Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","SPLENDA","NONE LISTED ON MSDS","20-49","50-199","PLASTIC BOTTLE, JUG, BUCKET","Miscellaneous Hazardous Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","FAEB 897 LIQUID BLEND","PROPRIETARY","10,000-49,999","10,000-49,999","PLASTIC OR NON-METALLIC DRUM","Flammable and Combustible Liquid",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","FAHH708 DRY BLEND","PROPRIETARY","10,000-49,999","10,000-49,999","BOX","Combustible Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","THERMO-CLEAN CLEANER","NONE LISTED ON MSDS","50-199","50-199","PLASTIC OR NON-METALLIC DRUM","Miscellaneous Hazardous Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","PFC-99","MONETHANOLAMINE","50-199","50-199","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","NEKUTL METLIN","INULIN","500-999","1,000-4,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","TRI-SODIUM PHOSPHATE","TRISODIUM PHOSPHATE","500-999","1,000-4,999","BAG","Corrosive Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","CITRIC ACID","CITRIC ACID","10,000-49,999","10,000-49,999","BAG","Acute Health Hazard",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","CORN SYRUP HIGH FRUCTOSE","NONE","5,000-9,999","5,000-9,999","TANK INSIDE BUILDING","Miscellaneous Hazardous Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","DEXTROSE","DEXTROSE","10,000-49,999","50,000-99,999","BAG","Combustible Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"PORTLAND BOTTLING COMPANY",20132,"SOFT DRINK PRODUCTION CENTER",312111,"SOFT DRINK MFG","DTE OIL HEAVY","MINERAL OIL","50-199","50-199","STEEL DRUM","Combustible Material",1,"onsite_storage_20132","1321 NE COUCH ST, PORTLAND, OR 97232"
"SAPA PROFILES INC",24044,"MFG",331316,"ALUM EXTRUDED PRODUCT MFG","ALUMINUM INGOTS","ALUMINUM","1,000,000-2,499,999","1,000,000-2,499,999","OTHER","Miscellaneous Hazardous Material",1,"onsite_storage_24044","2210 NE RIVER SIDE WAY, PORTLAND, OR 97211"
"SAPA PROFILES INC",24044,"MFG",331316,"ALUM EXTRUDED PRODUCT MFG","SODIUM HYDROXIDE","SODIUM HYDROXIDE","5,000-9,999","5,000-9,999","TANK INSIDE BUILDING","Reactive Material",1,"onsite_storage_24044","2210 NE RIVER SIDE WAY, PORTLAND, OR 97211"
"SAPA PROFILES INC",24044,"MFG",331316,"ALUM EXTRUDED PRODUCT MFG","USED SODIUM HYDROXIDE","SODIUM HYDROXIDE","1,000-4,999","1,000-4,999","ABOVEGROUND TANK","Corrosive Material",1,"onsite_storage_24044","2210 NE RIVER SIDE WAY, PORTLAND, OR 97211"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","FERRO FRIT CC289","CADMIUM","1,000-4,999","5,000-9,999","BAG","Poisonous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","LITHIUM CARBONATE","ALKALI CARBONATE","1,000-4,999","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","NEPHELINE SYENITE","NEPHELINE SYENITE","5,000-9,999","10,000-49,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","POTASSIUM BICHROMATE","POTASSIUM BICHROMATE","50-199","200-499","BAG","Poisonous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","POTASSIUM CARBONATE","POTASSIUM CARBONATE","200-499","500-999","BAG","Acute Health Hazard",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","POTASSIUM NITRATE","POTASSIUM NITRATE","200-499","500-999","BAG","Oxidizers",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","SODIUM BICHROMATE","SODIUM DICHROMATE DIHYDRATE","50-199","200-499","BAG","Poisonous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","SODIUM CARBONATE","SODIUM CARBONATE","5,000-9,999","5,000-9,999","BAG","Acute Health Hazard",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","SODIUM NITRATE","SODIUM NITRATE","1,000-4,999","1,000-4,999","BAG","Oxidizers",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","SODIUM SELENITE","NATRIUMSELENITE","50-199","200-499","FIBER DRUM","Poisonous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","SODIUM SILICOFLUORIDE","SODIUM SILICOFLUORIDE","1,000-4,999","1,000-4,999","BAG","Poisonous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","ZINC OXIDE","ZINC OXIDE","1,000-4,999","1,000-4,999","BAG","Acute Health Hazard",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","POTASSIUM ALUMINUM FLUORIDE","POTASSIUM ALUMINUM FLUORIDE","1,000-4,999","1,000-4,999","BAG","Poisonous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","BORAX","SODIUM TETRABORATE DECAHYDRATE","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","BORAX ANHYDROUS","SODIUM TETRABORATE","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","CALCIUM CARBONATE","CALCIUM CARBONATE","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"UROBOROS GLASS STUDIOS",4489,"COLORED GLASS MFG",327212,"OTHER PRESSED & BLOWN GLASS & GLASSWARE MF","DOLOMITE","DOLOMITE","1,000-4,999","5,000-9,999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_4489","2139 N KERBY AVE, PORTLAND, OR 97227"
"COLUMBIA CROSSINGS LLC",61910,"PUBLIC STORAGE",531130,"LESSORS OF MINIWAREHOUSES & SELF-STORAGE U","CALCIUM CHLORIDE","CALCIUM CHLORIDE","1,000-4,999","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"onsite_storage_61910","1940 N JANTZEN AVE, PORTLAND, OR 97217"
"RIVERSIDE GOLF & COUNTRY CLUB",24070,"COUNTRY CLUB MEMBERSHIP",713910,"GOLF COURSES & COUNTRY CLUBS","FERTILIZER NPK","VARIOUS","1,000-4,999","5,000-9,999","BAG","Acute Health Hazard",1,"onsite_storage_24070","2521 NE ELROD, PORTLAND, OR 97211"
"RIVERSIDE GOLF & COUNTRY CLUB",24070,"COUNTRY CLUB MEMBERSHIP",713910,"GOLF COURSES & COUNTRY CLUBS","IRON SULFATE","FERROUS SULPHATE","500-999","500-999","BAG","Acute Health Hazard",1,"onsite_storage_24070","2521 NE ELROD, PORTLAND, OR 97211"
"RIVERSIDE GOLF & COUNTRY CLUB",24070,"COUNTRY CLUB MEMBERSHIP",713910,"GOLF COURSES & COUNTRY CLUBS","CALCIUM CHLORIDE","CALCIUM CHLORIDE","200-499","500-999","BAG","Acute Health Hazard",1,"onsite_storage_24070","2521 NE ELROD, PORTLAND, OR 97211"
"PORTLAND FOUNDRY INC",24067,"FOUNDRY BUSINESS",332999,"ALL OTHER MISC FABRICATED MTL PRODUCT MFG","ALUMINUM INGOTS","ALUMINUM","500-999","1,000-4,999","OTHER","Miscellaneous Hazardous Material",1,"onsite_storage_24067","7715 NE 21ST AVE BLDG C, PORTLAND, OR 97211"
"METRO REGIONAL GOVERNMENT",24770,"WASTE DISPOSAL SITE",921190,"OTHER GENERAL GOV SUPPORT","PESTICIDES VARIOUS","VARIOUS","500-999","1,000-4,999","STEEL DRUM","Poisonous Material",1,"onsite_storage_24770","6161 NW 61ST AVE, PORTLAND, OR 97210"
"POLY FLOW LLC",86849,"RUBBER & PLASTIC HOSE MFG",326220,"RUBBER & PLASTICS HOSES & BELTING MFG","LORD 7420 ADHESIVE","METHYLENE CHLORIDE","200-499","500-999","CAN","Acute Health Hazard",1,"onsite_storage_86849","2668 NE RIVERSIDE WAY, PORTLAND, OR 97211"
"SUNSHINE DAIRY",61,"FLUID MILK PROCESSOR",311511,"FLUID MILK MFG","LIQUID 90","SODIUM HYDROXIDE","200-499","500-999","ABOVEGROUND TANK","Oxidizers",1,"onsite_storage_61","801 NE 21ST, PORTLAND, OR 97232"
"SUNSHINE DAIRY",61,"FLUID MILK PROCESSOR",311511,"FLUID MILK MFG","EXELERATE CIP","SODIUM HYDROXIDE","200-499","500-999","ABOVEGROUND TANK","Reactive Material",1,"onsite_storage_61","801 NE 21ST, PORTLAND, OR 97232"
"SUNSHINE DAIRY",61,"FLUID MILK PROCESSOR",311511,"FLUID MILK MFG","AC 103","SODIUM HYDROXIDE","200-499","500-999","TANK INSIDE BUILDING","Corrosive Material",1,"onsite_storage_61","801 NE 21ST, PORTLAND, OR 97232"
"SUNSHINE DAIRY",61,"FLUID MILK PROCESSOR",311511,"FLUID MILK MFG","AC-55-5 RED","NITRIC ACID","200-499","500-999","TANK INSIDE BUILDING","Reactive Material",1,"onsite_storage_61","801 NE 21ST, PORTLAND, OR 97232"
"SUNSHINE DAIRY",61,"FLUID MILK PROCESSOR",311511,"FLUID MILK MFG","AC-1351","SODIUM HYDROXIDE","200-499","500-999","TANK INSIDE BUILDING","Oxidizers",1,"onsite_storage_61","801 NE 21ST, PORTLAND, OR 97232"
"OSMOSE UTILITIES SERVICES INC",24600,"WOOD PRESERVING MATERIAL STORAGE",321114,"WOOD PRESERVATION","MITC-FUME","METHYL ISOTHIOCYANATE","50-199","200-499","BOX","Poisonous Material",1,"onsite_storage_24600","10747 NE SIMPSON AVE, PORTLAND, OR 97220"
"OSMOSE UTILITIES SERVICES INC",24600,"WOOD PRESERVING MATERIAL STORAGE",321114,"WOOD PRESERVATION","DURAFUME","TETRAHYDRO-3,5-DIMETHYL-2H-1,3,5","500-999","1,000-4,999","PLASTIC BOTTLE, JUG, BUCKET","Acute Health Hazard",1,"onsite_storage_24600","10747 NE SIMPSON AVE, PORTLAND, OR 97220"
"OSMOSE UTILITIES SERVICES INC",24600,"WOOD PRESERVING MATERIAL STORAGE",321114,"WOOD PRESERVATION","CU-BOR","SODIUM TETRABORATE DECAHYDRATE","500-999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_24600","10747 NE SIMPSON AVE, PORTLAND, OR 97220"
"OSMOSE UTILITIES SERVICES INC",24600,"WOOD PRESERVING MATERIAL STORAGE",321114,"WOOD PRESERVATION","MP500-EXT","SDOIUM TETRABORATE DECAHYDRATE","500-999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_24600","10747 NE SIMPSON AVE, PORTLAND, OR 97220"
"OWENS CORNING ROOFING AND ASPHALT LLC",19133,"ASPHALT STORAGE & TERMINALING",324121,"ASPHALT PAVING MIXTURE & BLOCK MFG","EUROPRENE SOL","STYRENE-BUTADIENE-STYRENE BLOCK POLYMER","100,000-249,999","100,000-249,999","BOX","Miscellaneous Hazardous Material",1,"onsite_storage_19133","11910 NW ST HELENS RD, PORTLAND, OR 97231"
"OWENS CORNING ROOFING AND ASPHALT LLC",19133,"ASPHALT STORAGE & TERMINALING",324121,"ASPHALT PAVING MIXTURE & BLOCK MFG","AD-HERE LOF 65-00","MODIFIED FATTY AMIDOAMINE","1,000-4,999","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Corrosive Material",1,"onsite_storage_19133","11910 NW ST HELENS RD, PORTLAND, OR 97231"
"OWENS CORNING ROOFING AND ASPHALT LLC",19133,"ASPHALT STORAGE & TERMINALING",324121,"ASPHALT PAVING MIXTURE & BLOCK MFG","PHOSPHORIC ACID","PHOSPHORIC ACID","1,000-4,999","1,000-4,999","PLASTIC OR NON-METALLIC DRUM","Reactive Material",1,"onsite_storage_19133","11910 NW ST HELENS RD, PORTLAND, OR 97231"
"OWENS CORNING ROOFING AND ASPHALT LLC",19133,"ASPHALT STORAGE & TERMINALING",324121,"ASPHALT PAVING MIXTURE & BLOCK MFG","BLOWING DISTILLATE OIL","LIGHT PARAFFINIC OIL","5,000-9,999","10,000-49,999","ABOVEGROUND TANK","Combustible Material",1,"onsite_storage_19133","11910 NW ST HELENS RD, PORTLAND, OR 97231"
"TUBE SPECIALTIES CO",4780,"METAL FABRICATION",332999,"ALL OTHER MISC FABRICATED MTL PRODUCT MFG","POWDER COATING BLACK","POLYESTER RESIN","1,000-4,999","1,000-4,999","BOX","Acute Health Hazard",1,"onsite_storage_4780","1459 NW SUNDIAL RD, TROUTDALE, OR 97060"
"COLOR FX",86246,"POWDER COATING",332812,"MTL COATING/ENGRAVING (EXC JWLRY/SLVRWR)&","TGIC/POLYESTER POWDER COATING","1,3,5-TRIGLYCIDYL ISOCYANURATE","500-999","1,000-4,999","BOX","Combustible Material",1,"onsite_storage_86246","7561 NE 33RD DR, PORTLAND, OR 97211"
"PORTLAND COMMUNITY COLLEGE",42825,"COMMUNITY COLLEGE",611210,"JUNIOR COLLEGES","SNOW PLOW ICE MELT","MAGNESIUM/SODIUM CHLORIDE","1,000-4,999","1,000-4,999","BAG","Chronic Health Hazard",1,"onsite_storage_42825","2315 SE 82ND AVE, PORTLAND, OR 97215"
"KAISER PERMANENTE",24,"OFFICES HEALTH CARE CLINIC",621491,"HMO MEDICAL CENTERS","SNOW AND ICE MELTER","UREA","200-499","500-999","BAG","Miscellaneous Hazardous Material",1,"onsite_storage_24","3600 N INTERSTATE AVE, PORTLAND, OR 97227"
"INDUSTRIAL SOURCE",24313,"RETAIL STORE",423990,"OTHER MISC DURABLE GOODS WHSLE","PURPLE K DRY CHEMICAL","POTASSIUM BICARBONATE","500-999","500-999","PLASTIC OR NON-METALLIC DRUM","Miscellaneous Hazardous Material",1,"onsite_storage_24313","6330 SE 101ST AVE, PORTLAND, OR 97266"
"INDUSTRIAL SOURCE",24313,"RETAIL STORE",423990,"OTHER MISC DURABLE GOODS WHSLE","SUPER D DRY CHEMICAL","SODIUM CHLORIDE","500-999","500-999","CAN","Acute Health Hazard",1,"onsite_storage_24313","6330 SE 101ST AVE, PORTLAND, OR 97266"
"INDUSTRIAL SOURCE",24313,"RETAIL STORE",423990,"OTHER MISC DURABLE GOODS WHSLE","ABC DRY CHEMICAL","MONOAMMONIUM PHOSPHATE","10,000-49,999","10,000-49,999","PLASTIC OR NON-METALLIC DRUM","Acute Health Hazard",1,"onsite_storage_24313","6330 SE 101ST AVE, PORTLAND, OR 97266"
"INDUSTRIAL SOURCE",24313,"RETAIL STORE",423990,"OTHER MISC DURABLE GOODS WHSLE","ABC FIRE EXTINGUISHER","AMMONIUM SULFATE","5,000-9,999","5,000-9,999","CYLINDER","Miscellaneous Hazardous Material",1,"onsite_storage_24313","6330 SE 101ST AVE, PORTLAND, OR 97266"
"PORTLAND CITY OF",19529,"WATER PURVEYOR",921190,"OTHER GENERAL GOV SUPPORT","SUNNY SOL 150","SODIUM HYPOCHLORITE","1,000-4,999","5,000-9,999","ABOVEGROUND TANK","Acute Health Hazard",1,"onsite_storage_19529","6445 SE SALMON ST, PORTLAND, OR 97215"
"PORTLAND CITY OF",19531,"WATER PURVEYOR",921190,"OTHER GENERAL GOV SUPPORT","SUNNY SOL 150","SODIUM HYPOCHLORITE","1,000-4,999","1,000-4,999","ABOVEGROUND TANK","Acute Health Hazard",1,"onsite_storage_19531","2521 SW MURRAY, PORTLAND, OR 97201"
